epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
170,6694.61,1.67823,0.82928,0.83822,0.82138,0.70089,0.76596,0.31991,1.91247,0.89294,0.90911,0.0003269,0.0003269,0.0003269
171,6733.83,1.67566,0.82304,0.83563,0.82557,0.71985,0.77703,0.3332,1.87836,0.86356,0.90632,0.000317,0.000317,0.000317
172,6773.15,1.65777,0.82413,0.83379,0.80127,0.71542,0.76415,0.32902,1.89116,0.88963,0.90677,0.0003071,0.0003071,0.0003071
173,6812.36,1.64342,0.80527,0.83686,0.81316,0.69962,0.76592,0.33142,1.88397,0.87055,0.90846,0.0002972,0.0002972,0.0002972
174,6851.72,1.65761,0.83065,0.83391,0.80109,0.70722,0.76684,0.32289,1.90355,0.86461,0.91204,0.0002873,0.0002873,0.0002873
175,6890.93,1.64305,0.81908,0.82964,0.80742,0.71208,0.76546,0.32902,1.90313,0.86294,0.90999,0.0002774,0.0002774,0.0002774
176,6930.35,1.65202,0.80555,0.834,0.8291,0.7071,0.76922,0.32777,1.90419,0.85232,0.90913,0.0002675,0.0002675,0.0002675
177,6969.57,1.65888,0.81206,0.83016,0.84168,0.69402,0.7718,0.3284,1.89976,0.8622,0.91355,0.0002576,0.0002576,0.0002576
178,7008.69,1.64348,0.81525,0.82711,0.83141,0.70215,0.76926,0.32607,1.88216,0.86149,0.90954,0.0002477,0.0002477,0.0002477
179,7047.9,1.65474,0.82612,0.82867,0.82034,0.72338,0.7722,0.32692,1.89793,0.85009,0.91109,0.0002378,0.0002378,0.0002378
180,7087.19,1.65613,0.83056,0.83216,0.82095,0.7199,0.7675,0.32417,1.90116,0.85239,0.91076,0.0002279,0.0002279,0.0002279
181,7126.52,1.64279,0.80888,0.82816,0.81727,0.72117,0.77124,0.32828,1.89335,0.86173,0.91021,0.000218,0.000218,0.000218
182,7165.77,1.6431,0.81253,0.82772,0.81698,0.70215,0.76521,0.32396,1.9003,0.85342,0.90619,0.0002081,0.0002081,0.0002081
183,7205.02,1.65174,0.82362,0.82811,0.836,0.70849,0.77666,0.32644,1.88876,0.84144,0.90777,0.0001982,0.0001982,0.0001982
184,7244.33,1.61936,0.80854,0.82793,0.82366,0.71356,0.76797,0.32755,1.90326,0.84577,0.90976,0.0001883,0.0001883,0.0001883
185,7283.65,1.63303,0.80905,0.82581,0.828,0.70777,0.77204,0.33346,1.87818,0.84814,0.90588,0.0001784,0.0001784,0.0001784
186,7322.87,1.61209,0.79738,0.8288,0.82176,0.71483,0.77335,0.3343,1.89569,0.84979,0.90952,0.0001685,0.0001685,0.0001685
187,7362.01,1.63315,0.79856,0.83093,0.81782,0.71356,0.76364,0.32624,1.90933,0.85141,0.91429,0.0001586,0.0001586,0.0001586
188,7401.23,1.61502,0.80654,0.83444,0.82388,0.71483,0.76658,0.32862,1.90225,0.84529,0.91074,0.0001487,0.0001487,0.0001487
189,7440.42,1.63235,0.79256,0.83189,0.82007,0.72208,0.77543,0.32631,1.91168,0.8544,0.91263,0.0001388,0.0001388,0.0001388
190,7479.67,1.61062,0.79747,0.82543,0.82511,0.73891,0.78227,0.33316,1.89583,0.84029,0.91024,0.0001289,0.0001289,0.0001289
191,7525.65,1.60214,0.77863,0.83778,0.843,0.67427,0.75494,0.32319,1.90876,0.86456,0.91518,0.000119,0.000119,0.000119
192,7564.17,1.5681,0.76253,0.83583,0.85675,0.6692,0.75524,0.32302,1.90715,0.87433,0.91423,0.0001091,0.0001091,0.0001091
193,7602.82,1.58428,0.75972,0.83241,0.82927,0.68947,0.76351,0.32606,1.9014,0.86934,0.91174,9.92e-05,9.92e-05,9.92e-05
194,7641.38,1.56716,0.76114,0.836,0.81446,0.69962,0.75819,0.32876,1.89467,0.86176,0.91074,8.93e-05,8.93e-05,8.93e-05
195,7679.95,1.5769,0.72912,0.83358,0.85266,0.68061,0.76651,0.32707,1.90894,0.86002,0.90983,7.94e-05,7.94e-05,7.94e-05
196,7718.47,1.54033,0.74599,0.83033,0.83728,0.69781,0.77144,0.33083,1.91131,0.85198,0.91209,6.95e-05,6.95e-05,6.95e-05
197,7756.94,1.55302,0.72636,0.83683,0.81841,0.70469,0.76382,0.32867,1.90016,0.86101,0.90907,5.96e-05,5.96e-05,5.96e-05
198,7795.39,1.53157,0.74679,0.8293,0.8294,0.7086,0.77002,0.33199,1.90769,0.85555,0.90895,4.97e-05,4.97e-05,4.97e-05
199,7833.83,1.56803,0.73442,0.8331,0.82763,0.71203,0.76687,0.32944,1.90433,0.8564,0.90892,3.98e-05,3.98e-05,3.98e-05
200,7872.34,1.55281,0.73992,0.83596,0.82399,0.71103,0.77189,0.33083,1.90345,0.85559,0.90894,2.99e-05,2.99e-05,2.99e-05
1,63.7862,1.728,0.85741,0.95521,0.825,0.81496,0.85252,0.40671,1.73666,0.84765,1.01085,0.000658915,0.000658915,0.000658915
2,120.886,1.74234,0.86904,0.95222,0.84141,0.77333,0.8371,0.38443,1.74379,0.86543,1.00336,0.00131902,0.00131902,0.00131902
3,177.9,1.70112,0.86635,0.94273,0.83342,0.76553,0.84132,0.39637,1.80919,0.91591,1.02291,0.00197252,0.00197252,0.00197252
4,235.044,1.74897,0.88059,0.94351,0.84095,0.79745,0.85895,0.39626,1.80589,0.88988,1.02491,0.0019703,0.0019703,0.0019703
5,291.707,1.77054,0.88638,0.95518,0.84919,0.75919,0.84397,0.38949,1.79507,0.90633,1.00501,0.0019604,0.0019604,0.0019604
6,348.223,1.76365,0.88501,0.94802,0.85958,0.77588,0.85465,0.39387,1.74642,0.85767,1.00062,0.0019505,0.0019505,0.0019505
7,404.283,1.73403,0.86195,0.95109,0.84188,0.76046,0.8471,0.40435,1.74014,0.87126,1.01303,0.0019406,0.0019406,0.0019406
8,460.614,1.71108,0.86416,0.94061,0.84755,0.79087,0.85649,0.39546,1.81098,0.85074,1.01348,0.0019307,0.0019307,0.0019307
9,517.133,1.72792,0.88273,0.95053,0.83028,0.78744,0.84872,0.3826,1.72576,0.88976,1.00208,0.0019208,0.0019208,0.0019208
10,573.3,1.72187,0.87233,0.94312,0.8181,0.78662,0.84722,0.40456,1.7095,0.85497,1.00123,0.0019109,0.0019109,0.0019109
11,629.662,1.71525,0.85201,0.94366,0.84058,0.78187,0.85263,0.41711,1.72094,0.87494,1.00281,0.001901,0.001901,0.001901
12,686.559,1.70699,0.87705,0.94104,0.83248,0.8062,0.85347,0.39752,1.77722,0.87546,1.00961,0.0018911,0.0018911,0.0018911
13,743.098,1.69006,0.84563,0.93878,0.86621,0.75412,0.85232,0.39069,1.82251,0.89375,1.0205,0.0018812,0.0018812,0.0018812
14,799.661,1.73036,0.85471,0.94757,0.83826,0.78707,0.85151,0.40479,1.70268,0.8661,1.00553,0.0018713,0.0018713,0.0018713
15,856.251,1.69193,0.85002,0.94172,0.8777,0.77693,0.86154,0.4056,1.72594,0.86966,1.01003,0.0018614,0.0018614,0.0018614
16,912.452,1.66649,0.83493,0.93531,0.86645,0.78937,0.85683,0.40349,1.72465,0.84735,1.00842,0.0018515,0.0018515,0.0018515
17,969.122,1.71578,0.85091,0.93627,0.86528,0.79214,0.87031,0.40873,1.73876,0.86712,1.01108,0.0018416,0.0018416,0.0018416
18,1025.84,1.66138,0.83963,0.93325,0.86306,0.7706,0.84899,0.39667,1.78323,0.86688,1.01674,0.0018317,0.0018317,0.0018317
19,1082.2,1.6974,0.83864,0.93454,0.86564,0.80101,0.86198,0.39694,1.73992,0.84712,1.01032,0.0018218,0.0018218,0.0018218
20,1138.82,1.67522,0.83551,0.93111,0.89595,0.76398,0.86421,0.40685,1.7314,0.86793,1.00435,0.0018119,0.0018119,0.0018119
21,1195.29,1.68335,0.83661,0.9325,0.85051,0.79087,0.85727,0.40946,1.73457,0.8356,1.00536,0.001802,0.001802,0.001802
22,1252.13,1.66564,0.82837,0.93101,0.85278,0.80755,0.87348,0.40322,1.73138,0.84828,1.00568,0.0017921,0.0017921,0.0017921
23,1308.55,1.69318,0.84337,0.92608,0.8736,0.78327,0.8648,0.38965,1.79987,0.86513,1.00483,0.0017822,0.0017822,0.0017822
24,1364.78,1.67426,0.82783,0.92828,0.84582,0.80228,0.85862,0.40279,1.75148,0.87864,1.0097,0.0017723,0.0017723,0.0017723
25,1421.54,1.64226,0.8247,0.92485,0.86329,0.77633,0.85625,0.40735,1.74175,0.86709,1.00652,0.0017624,0.0017624,0.0017624
26,1477.97,1.67986,0.83576,0.92952,0.85501,0.81469,0.86507,0.40968,1.67869,0.82279,0.99683,0.0017525,0.0017525,0.0017525
27,1534.46,1.64818,0.81906,0.92687,0.84589,0.80696,0.86139,0.40604,1.72326,0.8265,1.0029,0.0017426,0.0017426,0.0017426
28,1590.85,1.67489,0.82464,0.92479,0.86203,0.7744,0.85694,0.40992,1.75684,0.89175,1.00482,0.0017327,0.0017327,0.0017327
29,1647.62,1.6582,0.82321,0.93283,0.84343,0.77831,0.83809,0.40038,1.7339,0.88118,1.01321,0.0017228,0.0017228,0.0017228
30,1704.19,1.64684,0.81732,0.92824,0.84782,0.81115,0.85699,0.40289,1.74636,0.84599,1.00315,0.0017129,0.0017129,0.0017129
31,1760.82,1.65612,0.82216,0.92928,0.86176,0.79468,0.8649,0.40187,1.75426,0.86799,1.00761,0.001703,0.001703,0.001703
32,1817.41,1.64093,0.81163,0.92961,0.8706,0.78327,0.86078,0.41861,1.7519,0.89517,1.01236,0.0016931,0.0016931,0.0016931
33,1873.78,1.66056,0.83167,0.92838,0.88242,0.78454,0.86544,0.40687,1.72604,0.85518,1.00351,0.0016832,0.0016832,0.0016832
34,1930.05,1.63396,0.80906,0.92626,0.87633,0.79594,0.86495,0.40428,1.75462,0.85242,1.0066,0.0016733,0.0016733,0.0016733
35,1986.63,1.6256,0.8117,0.91521,0.87835,0.79087,0.86483,0.41476,1.72232,0.85292,1.00495,0.0016634,0.0016634,0.0016634
36,2043.16,1.61189,0.79725,0.91836,0.87241,0.80862,0.86804,0.41697,1.72057,0.84069,1.00133,0.0016535,0.0016535,0.0016535
37,2099.57,1.64345,0.81325,0.92999,0.87478,0.79214,0.86728,0.4142,1.70559,0.85639,0.99655,0.0016436,0.0016436,0.0016436
38,2156.11,1.61182,0.80707,0.91457,0.8708,0.79444,0.86073,0.39801,1.76613,0.87758,1.00019,0.0016337,0.0016337,0.0016337
39,2213.02,1.60917,0.79903,0.92437,0.86315,0.79087,0.85538,0.40375,1.7293,0.82323,1.00899,0.0016238,0.0016238,0.0016238
40,2270.13,1.64318,0.80916,0.92272,0.88014,0.79214,0.87064,0.40648,1.74629,0.84878,1.00879,0.0016139,0.0016139,0.0016139
41,2326.72,1.59492,0.79009,0.92421,0.88235,0.7858,0.86411,0.40106,1.73911,0.86033,1.01187,0.001604,0.001604,0.001604
42,2383.05,1.60102,0.79948,0.92084,0.88603,0.79848,0.8693,0.41171,1.74957,0.86312,1.00609,0.0015941,0.0015941,0.0015941
43,2439.29,1.60358,0.79035,0.915,0.86099,0.80228,0.87291,0.41868,1.7132,0.85641,1.00824,0.0015842,0.0015842,0.0015842
44,2496.01,1.60074,0.80454,0.91458,0.87316,0.80267,0.86537,0.41291,1.74347,0.83717,1.00355,0.0015743,0.0015743,0.0015743
45,2552.45,1.58963,0.78447,0.91431,0.89542,0.80608,0.88315,0.41254,1.77864,0.83399,1.00614,0.0015644,0.0015644,0.0015644
46,2608.92,1.60021,0.78578,0.91389,0.82773,0.82821,0.86164,0.40546,1.74625,0.84229,1.01425,0.0015545,0.0015545,0.0015545
47,2665.62,1.59522,0.77855,0.91364,0.84609,0.82217,0.87012,0.41801,1.73431,0.84783,1.00316,0.0015446,0.0015446,0.0015446
48,2722.25,1.58549,0.78401,0.91287,0.85472,0.81278,0.87456,0.41576,1.72418,0.82409,1.00819,0.0015347,0.0015347,0.0015347
49,2779.12,1.58584,0.78529,0.91134,0.87254,0.81555,0.87584,0.41254,1.74753,0.82274,1.00434,0.0015248,0.0015248,0.0015248
50,2836.14,1.57174,0.77261,0.90882,0.86301,0.81496,0.86753,0.42156,1.71428,0.80739,1.0058,0.0015149,0.0015149,0.0015149
51,2892.91,1.57266,0.7738,0.91246,0.8867,0.80355,0.87485,0.41297,1.75011,0.83463,0.99576,0.001505,0.001505,0.001505
52,2949.3,1.58117,0.79028,0.90663,0.83237,0.82383,0.8605,0.41368,1.70791,0.81416,0.99955,0.0014951,0.0014951,0.0014951
53,3005.62,1.55676,0.77396,0.90904,0.87656,0.80482,0.87583,0.41413,1.72275,0.84885,1.00192,0.0014852,0.0014852,0.0014852
54,3062.43,1.56183,0.77882,0.90287,0.87234,0.81408,0.88286,0.41633,1.72947,0.8541,0.99694,0.0014753,0.0014753,0.0014753
55,3118.95,1.56649,0.76737,0.91075,0.85966,0.82003,0.86943,0.41477,1.73545,0.84144,1.01057,0.0014654,0.0014654,0.0014654
56,3175.34,1.56136,0.77816,0.90082,0.87415,0.81749,0.87855,0.40736,1.77475,0.85264,1.01304,0.0014555,0.0014555,0.0014555
57,3232.06,1.57945,0.77347,0.90939,0.88589,0.78714,0.87295,0.42098,1.70548,0.83121,1.00133,0.0014456,0.0014456,0.0014456
58,3288.93,1.55935,0.76993,0.90073,0.8898,0.8085,0.88559,0.40859,1.76262,0.84806,1.00948,0.0014357,0.0014357,0.0014357
59,3345.19,1.53457,0.75424,0.90532,0.88489,0.76967,0.86926,0.4078,1.7692,0.85805,1.02548,0.0014258,0.0014258,0.0014258
60,3401.89,1.56193,0.7694,0.90621,0.866,0.80482,0.87384,0.41167,1.74247,0.83901,1.01514,0.0014159,0.0014159,0.0014159
61,3458.81,1.54888,0.76881,0.91196,0.88981,0.79835,0.88239,0.42302,1.71927,0.8129,1.00605,0.001406,0.001406,0.001406
62,3515.34,1.52419,0.7591,0.89882,0.9032,0.80355,0.89226,0.43017,1.7052,0.80621,0.99989,0.0013961,0.0013961,0.0013961
63,3572.08,1.54604,0.75777,0.90943,0.86297,0.8221,0.87631,0.40432,1.76325,0.82599,1.02461,0.0013862,0.0013862,0.0013862
64,3628.65,1.53246,0.75702,0.90905,0.88258,0.81926,0.88769,0.41878,1.73946,0.81863,1.00755,0.0013763,0.0013763,0.0013763
65,3685.41,1.52618,0.74938,0.90374,0.83917,0.81496,0.86791,0.42242,1.72679,0.8035,1.00129,0.0013664,0.0013664,0.0013664
66,3742.2,1.51169,0.74303,0.89832,0.89756,0.81622,0.89203,0.42024,1.73288,0.81991,1.0052,0.0013565,0.0013565,0.0013565
67,3798.85,1.52615,0.74706,0.90108,0.88582,0.79848,0.88148,0.41316,1.77362,0.83241,1.01777,0.0013466,0.0013466,0.0013466
68,3856.38,1.51934,0.75089,0.90694,0.90915,0.79903,0.88275,0.40833,1.74768,0.83138,1.00987,0.0013367,0.0013367,0.0013367
69,3914.3,1.52353,0.7351,0.90583,0.88704,0.83601,0.89659,0.4133,1.75631,0.8093,1.01793,0.0013268,0.0013268,0.0013268
70,3971.86,1.49531,0.72309,0.90126,0.88973,0.8079,0.88402,0.42193,1.74507,0.81496,1.01568,0.0013169,0.0013169,0.0013169
71,4029.31,1.52369,0.73603,0.90527,0.90026,0.80355,0.88814,0.40934,1.7636,0.82342,1.01714,0.001307,0.001307,0.001307
72,4086.48,1.51576,0.74989,0.90062,0.87582,0.82238,0.8726,0.41636,1.72962,0.81425,1.01228,0.0012971,0.0012971,0.0012971
73,4143.79,1.50619,0.74887,0.90062,0.88147,0.81622,0.87967,0.4073,1.76843,0.82635,1.0162,0.0012872,0.0012872,0.0012872
74,4200.97,1.51099,0.73477,0.89391,0.90206,0.79379,0.87739,0.40547,1.74334,0.83098,1.0137,0.0012773,0.0012773,0.0012773
75,4258.44,1.49105,0.73408,0.89285,0.89542,0.80101,0.87873,0.4173,1.7268,0.79617,1.01629,0.0012674,0.0012674,0.0012674
76,4315.78,1.50437,0.7389,0.89967,0.87765,0.82129,0.88392,0.41481,1.7439,0.808,1.01966,0.0012575,0.0012575,0.0012575
77,4373.45,1.512,0.73556,0.90665,0.87331,0.81622,0.87491,0.42326,1.71953,0.8188,1.00294,0.0012476,0.0012476,0.0012476
78,4431.02,1.46874,0.72492,0.89522,0.86192,0.807,0.87796,0.41777,1.75864,0.8169,1.01176,0.0012377,0.0012377,0.0012377
79,4488.23,1.4886,0.71085,0.88809,0.86507,0.82881,0.88524,0.41256,1.69219,0.80327,0.99985,0.0012278,0.0012278,0.0012278
80,4545.42,1.48615,0.73505,0.89268,0.89143,0.80608,0.88345,0.42116,1.7583,0.82148,1.00999,0.0012179,0.0012179,0.0012179
81,4602.51,1.48419,0.72154,0.89449,0.85539,0.81876,0.87777,0.41586,1.73655,0.82021,1.01283,0.001208,0.001208,0.001208
82,4659.87,1.45616,0.7152,0.89011,0.86267,0.82763,0.88126,0.42526,1.73925,0.8161,1.01522,0.0011981,0.0011981,0.0011981
83,4717.41,1.47294,0.72151,0.88895,0.89077,0.81657,0.88023,0.4264,1.70195,0.80904,1.00328,0.0011882,0.0011882,0.0011882
84,4774.84,1.49607,0.72977,0.88973,0.87549,0.81496,0.88023,0.41179,1.78287,0.82164,1.01523,0.0011783,0.0011783,0.0011783
85,4832.43,1.45879,0.71714,0.8876,0.84992,0.82545,0.87607,0.41952,1.70516,0.80846,1.00732,0.0011684,0.0011684,0.0011684
86,4890.12,1.46916,0.72309,0.88603,0.86626,0.81876,0.88394,0.41443,1.77864,0.81266,1.02116,0.0011585,0.0011585,0.0011585
87,4947.59,1.47594,0.70814,0.8972,0.89181,0.80448,0.88336,0.42525,1.73013,0.82229,1.01596,0.0011486,0.0011486,0.0011486
88,5005.2,1.44033,0.7045,0.88745,0.86041,0.82027,0.8729,0.41942,1.74514,0.8123,1.02384,0.0011387,0.0011387,0.0011387
89,5062.4,1.44906,0.70491,0.89048,0.8747,0.80735,0.87732,0.41773,1.73668,0.79629,1.01704,0.0011288,0.0011288,0.0011288
90,5119.69,1.42684,0.71261,0.88348,0.89341,0.80735,0.88795,0.42041,1.76609,0.8186,1.03229,0.0011189,0.0011189,0.0011189
91,5177.22,1.4457,0.70865,0.88575,0.87397,0.83496,0.88609,0.41393,1.75562,0.80389,1.02456,0.001109,0.001109,0.001109
92,5234.18,1.44801,0.71162,0.8878,0.87729,0.81749,0.87987,0.41687,1.75637,0.81986,1.0185,0.0010991,0.0010991,0.0010991
1,59.7458,3.08909,40.6768,1.41297,0.49045,0.55767,0.44003,0.15405,2.19338,2.28282,1.11226,0.000658915,0.000658915,0.000658915
2,115.946,2.30485,1.54938,1.07156,0.77456,0.61597,0.69879,0.27864,1.98487,1.17569,1.05794,0.00131902,0.00131902,0.00131902
3,171.968,2.2085,1.4197,1.05671,0.74299,0.67416,0.72833,0.28426,1.99678,1.25358,1.07128,0.00197252,0.00197252,0.00197252
4,227.9,2.19676,1.36462,1.05992,0.78076,0.63878,0.72114,0.27281,2.10923,1.16459,1.07491,0.0019703,0.0019703,0.0019703
5,283.583,2.1262,1.29399,1.04295,0.75087,0.70669,0.75194,0.28731,1.93738,1.16544,1.03211,0.0019604,0.0019604,0.0019604
6,339.542,2.08199,1.2073,1.02803,0.74508,0.67047,0.73839,0.311,1.96163,1.11703,1.05043,0.0019505,0.0019505,0.0019505
7,395.399,2.06988,1.19956,1.03255,0.74362,0.71318,0.74722,0.30784,2.02885,1.11593,1.07555,0.0019406,0.0019406,0.0019406
8,451.198,2.01992,1.18104,1.0079,0.70841,0.61597,0.66841,0.22222,2.23246,1.20634,1.05205,0.0019307,0.0019307,0.0019307
9,507.285,2.015,1.17355,1.01222,0.8311,0.71719,0.7997,0.35613,1.82198,1.07495,1.02649,0.0019208,0.0019208,0.0019208
10,563.122,1.97886,1.10948,1.00595,0.79706,0.70976,0.78424,0.34014,1.89235,1.03459,1.03931,0.0019109,0.0019109,0.0019109
11,618.786,1.95826,1.10483,0.99679,0.81954,0.73511,0.79154,0.35057,1.82603,0.97126,1.02756,0.001901,0.001901,0.001901
12,675.017,1.96663,1.10889,0.99782,0.74305,0.73257,0.75841,0.29462,1.86969,1.12085,1.01668,0.0018911,0.0018911,0.0018911
13,730.927,1.96929,1.0995,0.99772,0.74173,0.68431,0.75382,0.30831,1.97453,1.11514,1.03819,0.0018812,0.0018812,0.0018812
14,787.006,1.95096,1.07917,0.99528,0.79556,0.73982,0.79897,0.3411,1.82768,0.97717,1.01427,0.0018713,0.0018713,0.0018713
15,842.826,1.93535,1.06928,0.99706,0.79867,0.7441,0.8116,0.35867,1.84151,1.00575,1.02587,0.0018614,0.0018614,0.0018614
16,898.591,1.88423,1.04142,0.98156,0.82908,0.74144,0.81806,0.36899,1.76288,0.92456,1.00725,0.0018515,0.0018515,0.0018515
17,954.538,1.93534,1.05768,0.98317,0.82323,0.73781,0.81844,0.36713,1.80047,0.97802,1.01771,0.0018416,0.0018416,0.0018416
18,1010.58,1.89218,1.03692,0.98456,0.78748,0.72624,0.78043,0.3403,1.80366,0.99473,1.00368,0.0018317,0.0018317,0.0018317
19,1066.08,1.92316,1.06234,0.97835,0.82466,0.76894,0.82045,0.36285,1.78611,0.91188,1.00418,0.0018218,0.0018218,0.0018218
20,1121.92,1.89834,1.02242,0.98068,0.84442,0.73511,0.81918,0.36683,1.7825,0.98066,1.01147,0.0018119,0.0018119,0.0018119
21,1177.68,1.89558,1.03953,0.98425,0.82845,0.77947,0.83287,0.37375,1.77119,0.95343,1.00127,0.001802,0.001802,0.001802
22,1233.89,1.86985,1.02286,0.97386,0.85547,0.7652,0.84307,0.37488,1.76863,0.9254,1.00468,0.0017921,0.0017921,0.0017921
23,1289.82,1.90159,1.03382,0.96753,0.86198,0.77567,0.85087,0.37861,1.79332,0.92135,1.00559,0.0017822,0.0017822,0.0017822
24,1345.84,1.85465,0.9923,0.96898,0.84142,0.74644,0.81373,0.3687,1.77989,0.89993,1.01117,0.0017723,0.0017723,0.0017723
25,1402.06,1.86134,0.99645,0.97403,0.82115,0.76806,0.83446,0.37109,1.80987,0.94759,1.01338,0.0017624,0.0017624,0.0017624
26,1457.89,1.86283,1.00427,0.97024,0.84966,0.75926,0.84132,0.37682,1.74571,0.89542,0.99679,0.0017525,0.0017525,0.0017525
27,1514,1.84731,0.98729,0.96748,0.85332,0.77313,0.84643,0.38498,1.73858,0.90067,0.99426,0.0017426,0.0017426,0.0017426
28,1569.83,1.86412,0.98415,0.96567,0.82225,0.76219,0.83026,0.36478,1.79035,0.92596,1.00805,0.0017327,0.0017327,0.0017327
29,1626.06,1.84525,0.9699,0.97159,0.83079,0.76539,0.84085,0.37997,1.78173,0.93281,1.00437,0.0017228,0.0017228,0.0017228
30,1682.1,1.83221,0.96267,0.97062,0.84575,0.78327,0.84016,0.38287,1.73977,0.88395,0.99747,0.0017129,0.0017129,0.0017129
31,1738.36,1.85439,0.96391,0.97091,0.84885,0.78834,0.85186,0.37374,1.77593,0.8924,1.00277,0.001703,0.001703,0.001703
32,1794.62,1.828,0.96832,0.96224,0.85871,0.77801,0.84661,0.38131,1.75557,0.90739,1.00477,0.0016931,0.0016931,0.0016931
33,1851.1,1.84521,0.97054,0.96523,0.87169,0.75792,0.84608,0.40201,1.71759,0.90342,0.99562,0.0016832,0.0016832,0.0016832
34,1907.56,1.82317,0.96762,0.96692,0.85993,0.77809,0.85016,0.39528,1.77196,0.93766,0.99879,0.0016733,0.0016733,0.0016733
35,1964.36,1.829,0.96056,0.95733,0.8478,0.79468,0.85413,0.39976,1.71817,0.88478,0.99605,0.0016634,0.0016634,0.0016634
36,2021.21,1.80801,0.9299,0.95676,0.86816,0.782,0.86454,0.40472,1.69645,0.87093,0.99201,0.0016535,0.0016535,0.0016535
37,2077.89,1.82556,0.94241,0.9708,0.84737,0.7951,0.85216,0.38668,1.73423,0.8903,0.99378,0.0016436,0.0016436,0.0016436
38,2134.46,1.79043,0.93001,0.95469,0.87405,0.79468,0.8546,0.40047,1.71618,0.86465,0.9939,0.0016337,0.0016337,0.0016337
39,2191.08,1.80862,0.95053,0.96661,0.8754,0.77313,0.85055,0.40622,1.72035,0.88381,0.99361,0.0016238,0.0016238,0.0016238
40,2248.54,1.84686,0.94822,0.96383,0.86067,0.78834,0.85569,0.39124,1.74197,0.90477,0.99554,0.0016139,0.0016139,0.0016139
41,2305.58,1.79727,0.91686,0.96542,0.86345,0.77567,0.85762,0.39501,1.74047,0.89728,0.99453,0.001604,0.001604,0.001604
42,2362.7,1.79557,0.93068,0.95688,0.85022,0.79856,0.85894,0.39843,1.7181,0.88145,0.99149,0.0015941,0.0015941,0.0015941
43,2419.36,1.77851,0.91027,0.94873,0.85509,0.8077,0.86754,0.41167,1.7013,0.88322,1.00696,0.0015842,0.0015842,0.0015842
44,2476.29,1.78484,0.9201,0.95263,0.86012,0.7744,0.85626,0.39885,1.73782,0.86207,1.00634,0.0015743,0.0015743,0.0015743
45,2533.41,1.75098,0.90707,0.94678,0.86713,0.78577,0.85595,0.39997,1.72934,0.87571,0.99422,0.0015644,0.0015644,0.0015644
46,2590.53,1.78736,0.91965,0.95131,0.8857,0.76606,0.85025,0.39531,1.74195,0.86513,0.99438,0.0015545,0.0015545,0.0015545
47,2647.53,1.77939,0.90151,0.95165,0.85378,0.78443,0.85616,0.40462,1.70441,0.8645,0.99267,0.0015446,0.0015446,0.0015446
48,2704.35,1.77796,0.90913,0.95205,0.88584,0.76713,0.85541,0.40479,1.71778,0.8504,0.99851,0.0015347,0.0015347,0.0015347
49,2761.52,1.76625,0.88995,0.94967,0.85731,0.80718,0.86899,0.40567,1.70684,0.86554,0.99352,0.0015248,0.0015248,0.0015248
50,2818.78,1.75828,0.89457,0.94335,0.86467,0.80167,0.86861,0.41497,1.6905,0.85808,0.98588,0.0015149,0.0015149,0.0015149
51,2875.87,1.77184,0.90215,0.95229,0.84841,0.80155,0.85834,0.41548,1.68688,0.87772,0.98637,0.001505,0.001505,0.001505
52,2932.76,1.7688,0.90951,0.94414,0.8666,0.75792,0.84892,0.40163,1.67837,0.8717,0.98176,0.0014951,0.0014951,0.0014951
53,2989.24,1.74078,0.89784,0.94387,0.86963,0.76932,0.84617,0.39714,1.68155,0.86386,0.99117,0.0014852,0.0014852,0.0014852
54,3046.26,1.74982,0.90507,0.9407,0.86734,0.78725,0.85627,0.4097,1.65926,0.88383,0.98916,0.0014753,0.0014753,0.0014753
55,3102.99,1.75015,0.89778,0.94802,0.8619,0.79896,0.86543,0.41283,1.68502,0.85389,0.9865,0.0014654,0.0014654,0.0014654
56,3159.56,1.75424,0.90197,0.93553,0.85681,0.80101,0.86864,0.4157,1.69738,0.84806,0.99389,0.0014555,0.0014555,0.0014555
57,3216.65,1.76386,0.89632,0.94244,0.85841,0.80101,0.86622,0.4131,1.68888,0.85212,0.98858,0.0014456,0.0014456,0.0014456
58,3273.53,1.75097,0.89437,0.93712,0.87639,0.79087,0.86003,0.40258,1.68303,0.86599,0.99288,0.0014357,0.0014357,0.0014357
59,3330.31,1.72173,0.88712,0.94197,0.90376,0.77359,0.86699,0.41822,1.68156,0.85314,0.99919,0.0014258,0.0014258,0.0014258
60,3387.4,1.7511,0.8666,0.94283,0.85845,0.78402,0.85396,0.39958,1.70912,0.85976,1.00045,0.0014159,0.0014159,0.0014159
61,3444.56,1.73445,0.86141,0.94772,0.87761,0.77947,0.85738,0.39736,1.71199,0.85587,1.00638,0.001406,0.001406,0.001406
62,3501.25,1.6985,0.86286,0.93417,0.87014,0.76679,0.85251,0.38605,1.7486,0.89023,0.99786,0.0013961,0.0013961,0.0013961
63,3558.18,1.73194,0.8697,0.94262,0.89405,0.78834,0.88152,0.39204,1.77094,0.85983,1.01354,0.0013862,0.0013862,0.0013862
